1,1000,101
2,1001,199
3,1002,202
4,1003,100
5,1004,240
6,1005,201
7,1006,283
8,1007,287
9,1008,122
10,1009,308
11,1010,310
12,1011,107
13,1012,308
14,1013,308
15,1014,146
16,1015,143
17,1016,201
18,1017,136
19,1018,186
20,1019,265
21,1020,201
22,1021,125
23,1022,186
24,1023,107
25,1024,149
26,1025,138
27,1026,199
28,1027,107
29,1028,138
30,1029,155
31,1030,186
32,1031,202
33,1032,102
34,1033,206
35,1034,201
36,1035,308
37,1036,119
38,1037,150
39,1038,110
40,1039,186
41,1040,124
42,1041,308
43,1042,122
44,1043,186
45,1044,311
46,1045,298
47,1046,287
48,1047,163
49,1048,234
50,1049,130
51,1050,307
52,1051,203
53,1052,239
54,1053,228
55,1054,151
56,1055,164
57,1056,191
58,1057,199
59,1058,308
60,1059,199
61,1060,180
62,1061,174
63,1062,203
64,1063,180
65,1064,267
66,1065,258
67,1066,180
68,1067,305
69,1068,178
70,1069,207
71,1070,284
72,1071,206
73,1072,205
74,1073,110
75,1074,208
76,1075,241
77,1076,129
78,1077,226
79,1078,119
80,1079,190
81,1080,107
82,1081,163
83,1082,138
84,1083,199
85,1084,244
86,1085,199
87,1086,278
88,1087,287
89,1088,273
90,1089,117
91,1090,151
92,1091,218
93,1092,105
94,1093,275
95,1094,308
96,1095,307
97,1096,261
98,1097,102
99,1098,307
100,1099,262
101,1100,260
102,1101,196
103,1102,213
104,1103,124
105,1104,211
106,1105,119
107,1106,206
108,1107,298
109,1108,174
110,1109,201
111,1110,284
112,1111,117
113,1112,211
114,1113,161
115,1114,125
116,1115,106
117,1116,196
118,1117,187
119,1118,109
120,1119,260
121,1120,114
122,1121,177
123,1122,146
124,1123,129
125,1124,198
126,1125,145
127,1126,105
128,1127,246
129,1128,195
130,1129,141
131,1130,107
132,1131,287
133,1132,283
134,1133,284
135,1134,278
136,1135,190
137,1136,114
138,1137,194
139,1138,198
140,1139,105
141,1140,201
142,1141,199
143,1142,210
144,1143,110
145,1144,308
146,1145,111
147,1146,114
148,1147,233
149,1148,227
150,1149,148
151,1150,105
152,1151,187
153,1152,120
154,1153,192
155,1154,112
156,1155,212
157,1156,190
158,1157,107
159,1158,260
160,1159,304
161,1160,110
162,1161,261
163,1162,133
164,1163,130
165,1164,194
166,1165,277
167,1166,165
168,1167,102
169,1168,102
170,1169,195
171,1170,195
172,1171,308
173,1172,269
174,1173,105
175,1174,117
176,1175,176
177,1176,105
178,1177,104
179,1178,247
180,1179,110
181,1180,196
182,1181,114
183,1182,109
184,1183,234
185,1184,112
186,1185,153
187,1186,286
188,1187,140
189,1188,203
190,1189,308
191,1190,118
192,1191,161
193,1192,278
194,1193,115
195,1194,244
196,1195,304
197,1196,201
198,1197,310
199,1198,124
200,1199,167
201,1200,195
202,1201,260
203,1202,163
204,1203,303
205,1204,218
206,1205,137
207,1206,239
208,1207,228
209,1208,299
210,1209,153
211,1210,150
212,1211,199
213,1212,180
214,1213,201
215,1214,201
216,1215,239
217,1216,247
218,1217,105
219,1218,133
220,1219,308
221,1220,304
222,1221,165
223,1222,307
224,1223,307
225,1224,265
226,1225,162
227,1226,262
228,1227,133
229,1228,287
230,1229,112
231,1230,104
232,1231,165
233,1232,247
234,1233,196
235,1234,280
236,1235,301
237,1236,183
238,1237,197
239,1238,276
240,1239,165
241,1240,159
242,1241,206
243,1242,166
244,1243,170
245,1244,202
246,1245,169
247,1246,296
248,1248,301
249,1249,195
250,1250,199
251,1251,109
252,1252,201
253,1253,207
254,1254,152
255,1255,268
256,1257,151
257,1258,201
258,1259,308
259,1260,136
260,1261,296
261,1262,136
