1,MAT,Basic Materials
2,CNG,Conglomerates
3,CON,Consumer Goods
4,FIN,Financial
5,HEA,Healthcare
6,IND,Industrial Goods
7,SVC,Services
8,TEC,Technology
9,UTI,Utilities
