1,STK,Company Stock
2,ETF,Exchange Traded Fund
3,COM,Commodity
4,OPT,Option
5,FUT,Future
6,CUR,Currency
7,BND,Bond
8,MUT,Mutual Fund
9,CRY,Cryptographic
