1,2329,140,164
2,2809,149,164
3,2951,152,142
4,2952,152,142
5,2953,152,142
6,2954,152,142
7,2955,103,142
8,2956,152,142
9,2957,139,142
10,2958,152,142
11,2959,152,142
12,2960,152,142
13,2961,152,142
14,2962,152,142
15,2963,152,142
16,2964,152,142
17,2965,152,142
18,2966,152,142
19,2967,152,142
20,3292,142,164
21,3428,164,164
22,3429,120,164
23,3430,123,164
24,3431,135,164
25,3432,180,164
26,3433,113,164
27,3434,193,164
28,3435,131,164
29,3436,112,164
30,3665,131,147
31,3693,131,147
32,3739,152,142
33,3740,140,142
34,3741,140,142
35,3742,180,142
36,3745,149,142
37,3746,173,142
38,3747,142,142
39,3748,141,142
40,3749,142,142
41,3750,141,142
42,3751,173,142
43,3752,140,142
44,3753,123,142
45,3754,110,142
46,3757,180,147
47,3762,120,142
48,3763,131,142
49,3764,113,142
50,3765,140,142
51,3767,168,142
52,3768,193,142
53,3769,164,142
54,3771,123,142
55,3776,103,142
56,3781,112,142
57,3794,143,142
58,3795,135,142
59,3808,122,142
60,3809,151,142
61,3810,150,142
62,3811,175,142
63,3812,174,142
64,3815,141,142
65,3816,175,142
66,3817,174,142
67,3820,122,142
68,3828,142,142
69,3849,197,164
70,3850,180,164
71,3851,174,164
72,3852,175,164
73,3853,141,164
74,3854,142,164
75,3859,140,164
76,3868,140,142
77,3880,197,142
78,3889,168,142
79,3893,131,142
80,3895,120,147
81,3902,180,142
82,3913,112,147
83,3921,140,171
84,3930,180,142
85,3947,150,142
86,3948,151,142
87,3952,124,142
88,3953,180,142
89,3954,149,142
90,3955,168,164
91,3964,166,142
92,3965,143,142
93,3966,139,142
94,3975,164,142
95,3976,120,142
96,3977,123,142
97,3978,131,142
98,3979,180,142
99,3980,110,142
100,3996,149,171
101,4066,144,142
102,4068,115,142
103,4070,170,142
104,4071,144,142
105,4100,122,164
106,4101,122,164
107,4156,152,142
108,4168,116,142
109,4171,150,151
110,4172,149,151
111,4173,140,135
112,4207,149,129
113,4238,138,142
114,4260,142,129
115,4281,151,142
116,4305,136,142
117,4317,135,142
118,4324,140,142
119,4328,164,171
120,4329,173,171
121,4330,174,171
122,4331,175,171
123,4332,112,171
124,4333,113,171
125,4334,123,171
126,4335,180,171
127,4336,131,171
128,4337,149,171
129,4338,193,171
130,4339,142,171
131,4340,141,171
132,4341,140,171
133,4435,140,142
134,4436,141,142
135,4437,142,142
136,4438,149,142
137,4439,150,142
138,4440,151,142
139,4441,173,142
140,4442,174,142
141,4443,175,142
142,4486,120,171
143,4487,135,171
144,4488,168,171
145,4489,110,171
146,4499,103,142
147,4521,109,164
148,4527,151,151
149,4528,103,151
150,4559,109,142
151,4560,140,142
152,4591,153,151
153,4592,141,151
154,4593,142,151
155,4594,150,151
156,4595,151,151
157,4596,174,151
158,4597,175,151
159,4599,122,171
160,4600,117,171
161,4601,116,171
162,4629,140,135
163,4646,131,151
164,4647,113,151
165,4648,110,151
166,4649,112,151
167,4650,131,151
168,4651,180,151
169,4652,180,151
170,4653,180,151
171,4686,125,142
172,4687,126,142
173,4696,173,142
174,4701,175,151
175,4712,142,151
176,4713,124,151
177,4726,173,129
178,4737,135,151
179,4738,112,151
180,4739,135,151
181,4740,193,151
182,4741,120,151
183,4742,120,151
184,4772,123,164
185,4773,123,164
186,4774,123,164
187,4775,150,164
188,4776,151,164
189,4777,140,164
190,4779,149,164
191,4780,142,164
192,4781,173,164
193,4804,153,151
194,4805,140,151
195,4808,172,135
196,4813,142,151
197,4837,105,152
198,4839,131,164
199,4840,180,164
200,4855,150,135
201,4856,175,135
202,4857,141,135
203,4858,151,135
204,4859,174,135
205,4860,175,135
206,4863,142,129
207,4876,106,168
208,4882,109,142
209,4888,140,171
210,4891,123,142
211,4892,123,142
212,4893,123,142
213,4894,120,142
214,4895,120,142
215,4896,131,142
216,4897,131,142
217,4898,131,142
218,4899,135,142
219,4900,112,142
220,4908,149,135
221,4910,121,147
222,4911,141,129
223,4922,105,105
224,4929,152,173
225,4930,166,173
226,4931,175,173
227,4932,197,173
228,4933,122,173
229,4934,139,173
230,4935,142,173
231,4936,129,173
232,4937,142,173
233,4938,129,173
234,4939,125,173
235,4940,126,173
236,4941,151,173
237,4942,126,173
238,4943,142,173
239,4944,126,173
240,4945,142,173
241,4946,126,173
242,4947,139,173
243,4948,190,154
244,4949,183,154
245,4950,190,154
246,4951,183,154
247,4952,183,154
248,4953,190,154
249,4954,183,154
250,4955,190,154
251,4956,123,164
252,4958,120,164
253,4959,164,164
254,4960,120,164
255,4961,131,164
256,4962,112,164
257,4963,131,129
258,4964,180,129
259,4966,172,135
260,4967,172,135
261,4968,172,135
262,4969,172,135
263,4970,172,135
264,4980,183,154
265,4981,183,154
266,4982,183,154
267,4983,183,154
268,4988,105,142
269,5001,106,105
270,5003,151,171
271,5004,150,171
272,5015,156,152
273,5016,142,135
274,5017,116,135
275,5019,149,135
276,5021,112,142
277,5022,173,135
278,5026,193,142
279,5027,113,142
280,5028,164,142
281,5032,135,142
282,5039,112,151
283,5040,123,151
284,5041,135,151
285,5042,113,151
286,5043,180,151
287,5044,131,151
288,5045,120,151
289,5046,164,151
290,5047,126,173
291,5048,193,173
292,5049,164,173
293,5052,135,147
294,5055,164,147
295,5062,153,151
296,5063,153,151
297,5064,153,151
298,5070,105,105
299,5078,112,135
300,5079,135,135
301,5080,113,135
302,5081,164,135
303,5082,120,135
304,5083,123,135
305,5084,131,135
306,5085,180,135
307,5086,193,135
308,5096,139,164
309,5097,139,164
310,5104,142,171
311,5105,140,142
312,5119,167,151
313,5120,140,151
314,5121,149,151
315,5122,173,151
316,5135,149,135
317,5136,142,135
318,5141,130,164
319,5143,134,105
320,5144,140,151
321,5150,104,152
322,5151,107,152
323,5152,106,152
324,5153,106,152
325,5154,109,152
326,5155,109,152
327,5156,109,152
328,5160,115,142
329,5161,115,142
330,5162,171,142
331,5163,138,142
332,5164,138,142
333,5165,137,142
334,5166,170,142
335,5167,144,142
336,5169,124,164
337,5175,183,154
338,5176,190,154
339,5177,183,154
340,5179,183,154
341,5180,190,154
342,5182,153,164
343,5184,190,154
344,5185,183,154
345,5187,190,154
346,5188,183,154
347,5189,190,154
348,5190,183,154
349,5191,183,154
350,5192,183,154
351,5193,183,154
352,5194,183,154
353,5196,190,154
354,5197,190,154
355,5199,190,154
356,5200,190,154
357,5202,183,154
358,5203,183,154
359,5204,183,154
360,5205,190,154
361,5206,190,154
362,5207,190,154
363,5221,172,135
364,5227,173,173
365,5228,140,173
366,5229,140,173
367,5230,149,173
368,5231,142,173
369,5235,150,151
370,5236,156,152
371,5237,156,152
372,5240,124,171
373,5242,183,154
374,5244,138,142
375,5251,152,164
376,5252,166,164
377,5253,143,164
378,5254,116,164
379,5255,152,164
380,5256,103,164
381,5268,167,142
382,5270,149,135
383,5275,138,171
384,5276,145,171
385,5278,171,171
386,5280,132,142
387,5284,106,168
388,5297,124,164
389,5298,127,164
390,5300,152,147
391,5311,168,142
392,5313,168,142
393,5314,168,142
394,5318,153,147
395,5321,140,129
396,5322,149,129
397,5323,168,129
398,5324,112,129
399,5325,113,129
400,5326,131,129
401,5327,180,129
402,5328,120,129
403,5329,123,129
404,5330,135,129
405,5331,193,129
406,5332,173,129
407,5334,150,129
408,5335,120,129
409,5336,153,129
410,5337,152,129
411,5338,141,129
412,5339,164,129
413,5342,153,135
414,5356,140,105
415,5357,151,129
416,5359,142,129
417,5365,192,164
418,5367,136,164
419,5368,137,164
420,5369,138,164
421,5370,144,164
422,5374,130,173
423,5383,129,151
424,5385,153,151
425,5386,153,151
426,5398,126,142
427,5399,116,164
428,5402,166,151
429,5403,126,151
430,5405,120,135
431,5410,126,135
432,5426,124,171
433,5438,140,116
434,5443,130,142
435,5451,153,147
436,5456,122,129
437,5457,130,129
438,5464,164,147
439,5465,159,142
440,5466,160,164
441,5473,129,151
442,5474,116,151
443,5486,196,164
444,5487,157,142
445,5488,162,142
446,5489,118,151
447,5490,144,151
448,5491,163,151
449,5495,158,164
450,5496,163,164
451,5498,158,151
452,5499,160,151
453,5501,107,116
454,5502,161,164
455,5503,169,112
456,5504,177,112
457,5505,178,112
458,5506,179,112
459,5507,111,112
460,5508,140,116
461,5511,104,116
462,5512,105,116
463,5513,106,116
464,5515,104,105
465,5516,183,154
466,5517,183,154
467,5518,106,105
468,5519,104,105
469,5520,106,105
470,5521,104,105
471,5522,107,105
472,5526,107,105
473,5528,116,173
474,5531,183,154
475,5532,183,154
476,5538,142,116
477,5542,183,154
478,5543,183,154
479,5546,164,135
480,5554,132,151
481,5555,161,151
482,5557,166,142
483,5558,116,142
484,5559,152,142
485,5561,197,129
486,5568,132,164
487,5569,159,147
488,5570,106,168
489,5577,153,142
490,5578,127,142
491,5579,197,142
492,5588,103,135
493,5589,118,142
494,5594,172,105
495,5595,172,105
496,5598,105,133
497,5600,130,142
498,5601,130,142
499,5602,168,142
500,5604,107,105
501,5605,172,105
502,5606,140,171
503,5607,141,171
504,5608,142,171
505,5609,140,151
506,5611,139,142
507,5620,130,142
508,5622,116,151
509,5623,125,151
510,5628,160,147
511,5629,153,147
512,5632,112,147
513,5633,105,134
514,5637,144,171
515,5640,103,135
516,5642,167,151
517,5646,192,135
518,5649,104,116
519,5650,104,116
520,5652,126,164
521,5653,173,159
522,5654,134,173
523,5655,184,113
524,5656,181,113
525,5657,161,147
526,5659,106,168
527,5660,181,113
528,5662,134,151
529,5663,151,159
530,5664,142,159
531,5672,196,164
532,5675,197,142
533,5676,152,142
534,5678,152,142
535,5680,124,142
536,5681,152,142
537,5682,183,154
538,5683,105,167
539,5685,104,167
540,5686,156,105
541,5687,104,167
542,5688,104,167
543,5689,109,167
544,5690,107,167
545,5691,106,167
546,5692,109,167
547,5694,106,168
548,5695,104,113
549,5696,184,113
550,5697,153,135
551,5698,181,113
552,5699,181,113
553,5702,156,105
554,5705,153,147
555,5706,181,113
556,5713,109,167
557,5719,172,173
558,5720,172,173
559,5721,181,113
560,5722,105,113
561,5723,191,147
562,5724,184,113
563,5726,116,164
564,5727,130,102
565,5728,172,173
566,5730,127,164
567,5731,182,154
568,5732,130,164
569,5733,182,154
570,5734,191,147
571,5741,147,116
572,5744,183,154
573,5746,116,135
574,5748,181,113
575,5749,184,113
576,5750,107,113
577,5751,181,113
578,5752,181,113
579,5753,183,154
580,5754,156,105
581,5755,181,113
582,5757,106,113
583,5762,196,173
584,5763,104,105
585,5764,103,142
586,5765,108,105
587,5767,109,105
588,5768,104,105
589,5769,107,105
590,5770,107,105
591,5771,104,105
592,5772,107,105
593,5773,104,105
594,5775,109,105
595,5777,104,105
596,5779,164,142
597,5780,197,171
598,5781,153,129
599,5787,152,147
600,5791,123,164
601,5792,180,164
602,5793,112,164
603,5794,135,164
604,5795,113,164
605,5796,193,164
606,5797,120,164
607,5798,164,164
608,5799,131,164
609,5800,110,164
610,5809,166,142
611,5813,152,147
612,5814,156,105
613,5825,135,129
614,5828,116,151
615,5829,190,114
616,5830,137,142
617,5832,111,142
618,5834,164,147
619,5835,111,142
620,5836,154,142
621,5841,190,114
622,5842,183,114
623,5843,190,114
624,5844,183,114
625,5847,123,159
626,5849,183,114
627,5850,161,142
628,5851,190,114
629,5853,183,114
630,5856,168,151
631,5857,181,154
632,5858,191,154
633,5859,181,154
634,5860,184,154
635,5861,184,154
636,5862,191,154
637,5863,191,154
638,5864,181,154
639,5865,184,154
640,5866,181,154
641,5867,184,154
642,5869,126,159
643,5870,191,154
644,5871,183,114
645,5872,190,114
646,5873,190,114
647,5874,183,114
648,5875,190,114
649,5876,183,114
650,5881,190,114
651,5882,183,114
652,5883,152,147
653,5886,196,164
654,5888,138,164
655,5889,150,159
656,5890,194,105
657,5891,161,147
658,5893,133,147
659,5894,152,132
660,5900,115,164
661,5901,194,105
662,5903,115,164
663,5904,155,139
664,5907,127,171
665,5909,114,164
666,5912,189,114
667,5913,182,114
668,5914,189,114
669,5915,182,114
670,5920,142,109
671,5922,143,147
672,5926,119,143
673,5927,156,173
674,5928,170,150
675,5929,190,154
676,5930,190,154
677,5932,190,154
678,5933,190,154
679,5934,195,139
680,5936,183,154
681,5937,183,154
682,5938,116,142
683,5939,183,154
684,5940,152,142
685,5941,183,154
686,5944,183,154
687,5945,190,154
688,5951,140,102
689,5954,140,154
690,5955,190,114
691,5956,183,114
692,5958,109,123
693,5968,152,147
694,5969,152,132
695,5970,182,154
696,5973,136,150
697,5974,109,124
698,5975,136,150
699,5977,167,164
700,5978,144,150
