1,1001,1
2,1002,1
3,1003,1
4,1004,1
5,1005,1
6,1007,1
7,1008,1
8,1011,1
9,1018,1
10,1019,1
11,1020,1
12,1022,1
13,1025,1
14,1026,1
15,1027,1
16,1029,1
17,1043,1
18,1048,1
19,1107,1
20,1122,1
21,1123,1
22,1127,1
23,1195,1
24,1202,1
25,1358,1
26,1378,1
27,1747,1
28,1911,1
29,3534,1
30,5671,1
31,1045,2
32,1107,2
33,1123,2
34,1149,2
35,1165,2
36,1208,2
37,1235,2
38,1236,2
39,1269,2
40,1313,2
41,1358,2
42,1369,2
43,1373,2
44,1375,2
45,1385,2
46,1402,2
47,1506,2
48,1509,2
49,1605,2
50,1610,2
51,1629,2
52,1642,2
53,1729,2
54,1730,2
55,1738,2
56,1747,2
57,1757,2
58,1766,2
59,1768,2
60,1772,2
61,1809,2
62,1817,2
63,1820,2
64,1861,2
65,1884,2
66,1891,2
67,1896,2
68,1969,2
69,2002,2
70,2024,2
71,2040,2
72,2079,2
73,2091,2
74,2093,2
75,2263,2
76,2266,2
77,2277,2
78,2373,2
79,2396,2
80,2451,2
81,2459,2
82,2465,2
83,2540,2
84,2613,2
85,2721,2
86,2757,2
87,2813,2
88,2881,2
89,2883,2
90,2896,2
91,2903,2
92,2935,2
93,2945,2
94,2975,2
95,3031,2
96,3054,2
97,3090,2
98,3188,2
99,3249,2
100,3334,2
101,3376,2
102,3407,2
103,3458,2
104,3503,2
105,3562,2
106,3648,2
107,3761,2
108,3813,2
109,3838,2
110,3879,2
111,3917,2
112,4041,2
113,4105,2
114,4132,2
115,4315,2
116,4412,2
117,4476,2
118,4668,2
119,4684,2
120,4710,2
121,4719,2
122,4802,2
123,4904,2
124,4925,2
125,5819,2
126,5964,2
127,5994,2
128,6069,2
129,6254,2
130,6292,2
131,6809,2
132,7037,2
133,7102,2
134,7124,2
135,7252,2
136,7886,2
137,8080,2
138,1001,3
139,1002,3
140,1003,3
141,1004,3
142,1005,3
143,1006,3
144,1007,3
145,1008,3
146,1011,3
147,1016,3
148,1018,3
149,1019,3
150,1020,3
151,1021,3
152,1022,3
153,1025,3
154,1026,3
155,1029,3
156,1030,3
157,1032,3
158,1033,3
159,1036,3
160,1038,3
161,1039,3
162,1042,3
163,1043,3
164,1045,3
165,1047,3
166,1048,3
167,1054,3
168,1081,3
169,1082,3
170,1083,3
171,1085,3
172,1091,3
173,1092,3
174,1095,3
175,1100,3
176,1107,3
177,1122,3
178,1123,3
179,1127,3
180,1128,3
181,1130,3
182,1137,3
183,1139,3
184,1141,3
185,1143,3
186,1144,3
187,1158,3
188,1164,3
189,1183,3
190,1195,3
191,1202,3
192,1220,3
193,1231,3
194,1236,3
195,1294,3
196,1326,3
197,1357,3
198,1358,3
199,1363,3
200,1369,3
201,1386,3
202,1503,3
203,1610,3
204,1623,3
205,1747,3
206,1911,3
207,2040,3
208,2079,3
209,2091,3
210,2174,3
211,2227,3
212,2277,3
213,2351,3
214,2414,3
215,2506,3
216,2687,3
217,2764,3
218,2945,3
219,3078,3
220,3188,3
221,3407,3
222,3534,3
223,3656,3
224,3718,3
225,3863,3
226,3917,3
227,4476,3
228,4914,3
229,5198,3
230,5668,3
231,5671,3
232,6407,3
233,7037,3
234,7248,3
235,7886,3
236,8513,3
237,8520,3
238,8524,4
239,8525,4
240,1014,4
241,1052,4
242,1059,4
243,1060,4
244,1065,4
245,1093,4
246,1101,4
247,1102,4
248,1120,4
249,1125,4
250,1129,4
251,1132,4
252,1147,4
253,1148,4
254,1161,4
255,1166,4
256,1168,4
257,1182,4
258,1191,4
259,1196,4
260,1197,4
261,1200,4
262,1203,4
263,1206,4
264,1215,4
265,1217,4
266,1221,4
267,1222,4
268,1226,4
269,1228,4
270,1241,4
271,1245,4
272,1251,4
273,1259,4
274,1262,4
275,1263,4
276,1276,4
277,1281,4
278,1283,4
279,1290,4
280,1311,4
281,1312,4
282,1329,4
283,1336,4
284,1339,4
285,1340,4
286,1342,4
287,1346,4
288,1347,4
289,1350,4
290,1351,4
291,1356,4
292,1370,4
293,1389,4
294,1398,4
295,1406,4
296,1408,4
297,1421,4
298,1423,4
299,1428,4
300,1430,4
301,1436,4
302,1440,4
303,1443,4
304,1456,4
305,1457,4
306,1459,4
307,1461,4
308,1462,4
309,1468,4
310,1472,4
311,1475,4
312,1476,4
313,1478,4
314,1481,4
315,1485,4
316,1488,4
317,1497,4
318,1504,4
319,1507,4
320,1520,4
321,1521,4
322,1522,4
323,1534,4
324,1536,4
325,1553,4
326,1554,4
327,1557,4
328,1558,4
329,1559,4
330,1562,4
331,1563,4
332,1568,4
333,1575,4
334,1578,4
335,1580,4
336,1584,4
337,1586,4
338,1592,4
339,1599,4
340,1608,4
341,1619,4
342,1627,4
343,1636,4
344,1637,4
345,1652,4
346,1664,4
347,1671,4
348,1677,4
349,1701,4
350,1703,4
351,1711,4
352,1713,4
353,1716,4
354,1719,4
355,1727,4
356,1732,4
357,1734,4
358,1736,4
359,1751,4
360,1771,4
361,1780,4
362,1783,4
363,1788,4
364,1789,4
365,1792,4
366,1793,4
367,1794,4
368,1801,4
369,1804,4
370,1815,4
371,1823,4
372,1831,4
373,1834,4
374,1844,4
375,1847,4
376,1853,4
377,1854,4
378,1858,4
379,1859,4
380,1870,4
381,1877,4
382,1879,4
383,1882,4
384,1887,4
385,1898,4
386,1901,4
387,1917,4
388,1918,4
389,1920,4
390,1922,4
391,1926,4
392,1937,4
393,1967,4
394,1977,4
395,1982,4
396,1983,4
397,1985,4
398,1996,4
399,2003,4
400,2010,4
401,2012,4
402,2016,4
403,2019,4
404,2031,4
405,2033,4
406,2041,4
407,2042,4
408,2054,4
409,2058,4
410,2087,4
411,2097,4
412,2111,4
